Unnamed: 0,Area,Year,average_rain_fall_mm_per_year,avg_temp,Pesticide (tonnes),Item,hg/ha yield
5023,Tanzania,2011,1071,26.56,1.0,Maize (corn),13203
2562,Nigeria,2004,1150,26.95,26.31,"Seed cotton, unginned",7706
3027,Nigeria,2010,1150,29.39,11.49,Cocoa beans,3137
4988,Tanzania,2008,1071,26.17,1.0,Potatoes,53807
1423,Kenya,2018,630,16.91,1578.0,Rice,43367
656,Ethiopia,2000,848,23.33,602.0,Tomatoes,92282
3792,South Africa,1992,495,16.48,16582.0,Bananas,119505
5013,Tanzania,2010,1071,26.7,1.0,Rice,23323
2102,Nigeria,1996,1150,26.64,22.0,"Seed cotton, unginned",6660
632,Ethiopia,1998,848,25.41,383.0,"Seed cotton, unginned",10833
4773,South Africa,2020,495,18.75,26857.0,Bananas,615402
2493,Nigeria,2002,1150,26.95,29.44,Soya beans,8593
2665,Nigeria,2005,1150,27.27,24.75,Wheat,11000
3808,South Africa,1992,495,19.95,16582.0,Tomatoes,289999
4214,South Africa,2004,495,15.49,26857.0,Wheat,20325
3912,South Africa,1995,495,19.23,18025.0,Potatoes,257634
3773,South Africa,1991,495,18.86,16582.0,Wheat,14916
4173,South Africa,2002,495,15.88,26857.0,Potatoes,324147
2500,Nigeria,2002,1150,26.98,29.44,Potatoes,28438
1465,Mozambique,1991,1032,21.77,102.26,Potatoes,124682
5420,Uganda,2019,1180,17.23,88.0,Cocoa beans,4834
115,Angola,2002,1010,24.79,40.0,"Coffee, green",1145
1821,Nigeria,1992,1150,25.96,62.0,Rice,19591
1494,Mozambique,1995,1032,21.89,72.19,Bananas,66219
2401,Nigeria,2000,1150,28.5,62.0,Rice,14998
1232,Kenya,2000,630,16.73,1998.0,"Beans, dry",4300
2661,Nigeria,2005,1150,27.27,24.75,Rice,14302
2817,Nigeria,2007,1150,28.79,30.57,Cocoa beans,2652
4046,South Africa,1999,495,16.09,26098.8,Maize (corn),22274
4971,Tanzania,2007,1071,26.45,1.0,Bananas,76221
1153,Kenya,1992,630,16.34,3469.0,Yams,74707
4325,South Africa,2008,495,20.89,26857.0,Maize (corn),45373
57,Angola,1996,1010,24.11,40.0,"Seed cotton, unginned",10909
4022,South Africa,1998,495,19.42,24304.0,"Seed cotton, unginned",10955
3793,South Africa,1992,495,16.48,16582.0,"Beans, dry",5169
5264,Uganda,2002,1180,17.11,88.0,Rice,15000
5377,Uganda,2014,1180,18.11,88.0,Tomatoes,59155
1735,Nigeria,1991,1150,26.61,62.0,Wheat,12000
2823,Nigeria,2007,1150,28.79,30.57,Soya beans,9091
2196,Nigeria,1997,1150,28.43,34.0,Yams,110476
159,Angola,2007,1010,24.24,40.0,"Coffee, green",5263
2475,Nigeria,2001,1150,28.3,31.0,Wheat,9808
2564,Nigeria,2004,1150,26.95,26.31,Tomatoes,75212
3739,Nigeria,2020,1150,27.12,22.13,Maize (corn),22545
3497,Nigeria,2017,1150,27.76,32.76,Cocoa beans,2802
2608,Nigeria,2004,1150,28.88,26.31,"Coffee, green",13017
4209,South Africa,2004,495,15.49,26857.0,Potatoes,346081
707,Ethiopia,2006,848,23.33,2603.1,Potatoes,72801
3046,Nigeria,2010,1150,27.49,11.49,Yams,130109
4651,South Africa,2017,495,21.31,26857.0,Rice,27657
1093,Ghana,2017,1187,27.24,9689.5,"Beans, dry",13203
4155,South Africa,2002,495,15.88,26857.0,Potatoes,324147
1376,Kenya,2014,630,16.91,1578.0,"Coffee, green",4500
5342,Uganda,2011,1180,17.22,88.0,Maize (corn),23999
72,Angola,1998,1010,24.96,40.0,Cocoa beans,787
1922,Nigeria,1993,1150,26.7,62.0,"Seed cotton, unginned",5304
3755,South Africa,1991,495,21.06,16582.0,Wheat,14916
1764,Nigeria,1991,1150,26.88,62.0,Tomatoes,100000
743,Ethiopia,2009,848,23.33,3699.2,Soya beans,13909
4169,South Africa,2002,495,19.28,26857.0,Wheat,25906
1005,Ghana,2008,1187,26.98,359.46,"Coffee, green",13548
2668,Nigeria,2005,1150,27.39,24.75,"Coffee, green",13597
1190,Kenya,1996,630,16.44,6344.0,Maize (corn),14506
4819,Tanzania,1993,1071,26.01,20.0,Maize (corn),12512
2601,Nigeria,2004,1150,27.32,26.31,Rice,14199
1125,Ghana,2020,1187,27.24,9689.5,"Coffee, green",16000
1241,Kenya,2000,630,16.73,1998.0,Yams,55641
4472,South Africa,2012,495,21.24,26857.0,"Seed cotton, unginned",34697
4494,South Africa,2012,495,15.89,26857.0,Bananas,508789
4073,South Africa,2000,495,20.74,26857.0,Maize (corn),28492
998,Ghana,2007,1187,27.16,129.93,Rice,17015
4011,South Africa,1998,495,16.11,24304.0,Potatoes,307667
3362,Nigeria,2015,1150,27.76,41.09,"Seed cotton, unginned",6913
2684,Nigeria,2005,1150,29.04,24.75,Tomatoes,81714
1577,Mozambique,2006,1032,21.68,892.81,Bananas,87500
5207,Uganda,1996,1180,17.55,88.0,Tomatoes,58824
1826,Nigeria,1992,1150,25.96,62.0,Yams,113488
4264,South Africa,2006,495,15.26,26857.0,Rice,24781
5424,Uganda,2019,1180,17.23,88.0,Rice,28498
4272,South Africa,2006,495,18.42,26857.0,Potatoes,331650
4500,South Africa,2012,495,15.89,26857.0,Soya beans,13771
440,Congo,2006,1646,24.59,4.55,Maize (corn),8174
5383,Uganda,2015,1180,17.23,88.0,Potatoes,44001
1100,Ghana,2017,1187,27.24,9689.5,Tomatoes,78757
2637,Nigeria,2005,1150,27.27,24.75,Cocoa beans,3678
3620,Nigeria,2019,1150,27.17,22.13,Potatoes,37919
649,Ethiopia,2000,848,23.33,602.0,"Beans, dry",6724
1546,Mozambique,2001,1032,21.94,35.03,Rice,9582
3231,Nigeria,2013,1150,27.36,27.94,Rice,16454
4726,South Africa,2019,495,21.31,26857.0,Tomatoes,705513
4154,South Africa,2002,495,15.88,26857.0,Maize (corn),28516
3745,Nigeria,2020,1150,27.12,22.13,Wheat,11000
3770,South Africa,1991,495,18.86,16582.0,"Seed cotton, unginned",12170
4257,South Africa,2006,495,20.86,26857.0,Soya beans,17625
630,Ethiopia,1998,848,25.41,383.0,Potatoes,76042
672,Ethiopia,2002,848,23.33,822.67,"Coffee, green",7339
1249,Kenya,2001,630,16.1,1578.0,Soya beans,8600
3411,Nigeria,2016,1150,27.17,47.66,Rice,25643
482,Congo,2011,1646,24.2,0.87,"Beans, dry",8036
1584,Mozambique,2006,1032,21.68,892.81,Tomatoes,101818
3783,South Africa,1992,495,21.53,16582.0,Bananas,119505
5027,Tanzania,2011,1071,26.56,1.0,Soya beans,8684
3599,Nigeria,2018,1150,27.12,17.86,Maize (corn),16716
1462,Mozambique,1991,1032,21.77,102.26,Bananas,61327
3040,Nigeria,2010,1150,27.49,11.49,Potatoes,38584
4369,South Africa,2009,495,15.44,26857.0,"Beans, dry",15304
4711,South Africa,2018,495,15.89,26857.0,"Beans, dry",12999
5414,Uganda,2018,1180,17.23,88.0,Rice,27557
3273,Nigeria,2014,1150,27.17,34.51,Soya beans,9855
3238,Nigeria,2013,1150,29.71,27.94,"Coffee, green",12811
3131,Nigeria,2012,1150,27.0,21.37,Rice,18971
2578,Nigeria,2004,1150,26.73,26.31,"Coffee, green",13017
4294,South Africa,2007,495,21.07,26857.0,Tomatoes,691859
49,Angola,1995,1010,24.56,336.0,Wheat,11865
4660,South Africa,2017,495,14.98,26857.0,Rice,27657
3618,Nigeria,2019,1150,27.17,22.13,"Coffee, green",12983
858,Ethiopia,2020,848,23.33,4128.1,"Beans, dry",17734
3225,Nigeria,2013,1150,27.76,27.94,Wheat,10000
1072,Ghana,2015,1187,27.24,8884.39,Bananas,110000
719,Ethiopia,2007,848,23.33,2593.9,Rice,16162
4102,South Africa,2000,495,15.13,26857.0,Rice,22988
2631,Nigeria,2005,1150,27.09,24.75,Rice,14302
5297,Uganda,2006,1180,17.22,88.0,Tomatoes,60597
1660,Mozambique,2015,1032,21.37,612.8,"Coffee, green",9331
1656,Mozambique,2014,1032,21.37,651.82,Tomatoes,215008
2425,Nigeria,2001,1150,26.58,31.0,Wheat,9808
5123,Tanzania,2019,1071,26.76,1.0,Soya beans,11997
4596,South Africa,2015,495,18.75,26857.0,Potatoes,358127
5407,Uganda,2017,1180,17.23,88.0,Tomatoes,58474
3914,South Africa,1995,495,19.23,18025.0,"Seed cotton, unginned",11750
3097,Nigeria,2011,1150,28.84,10.59,Cocoa beans,3150
4870,Tanzania,1997,1071,26.19,49.0,"Seed cotton, unginned",4695
3909,South Africa,1995,495,19.23,18025.0,Bananas,112485
5166,Uganda,1993,1180,16.92,71.0,Soya beans,10308
3189,Nigeria,2013,1150,26.93,27.94,Maize (corn),14616
2934,Nigeria,2009,1150,27.03,7.32,Tomatoes,64815
4490,South Africa,2012,495,19.14,26857.0,"Seed cotton, unginned",34697
3679,Nigeria,2020,1150,27.25,22.13,Maize (corn),22545
2606,Nigeria,2004,1150,27.32,26.31,Yams,112006
1385,Kenya,2015,630,16.91,1578.0,Bananas,212482
4317,South Africa,2007,495,15.9,26857.0,Potatoes,330590
1399,Kenya,2016,630,16.91,1578.0,Maize (corn),14284
1195,Kenya,1996,630,16.44,6344.0,Tomatoes,142388
1408,Kenya,2017,630,16.91,1578.0,"Beans, dry",8210
1845,Nigeria,1992,1150,27.87,62.0,Wheat,13333
1798,Nigeria,1992,1150,26.49,62.0,"Coffee, green",9389
1475,Mozambique,1992,1032,22.6,102.26,"Seed cotton, unginned",5794
3809,South Africa,1992,495,19.95,16582.0,Wheat,17653
35,Angola,1994,1010,24.04,25.5,Potatoes,90000
4419,South Africa,2010,495,19.31,26857.0,Soya beans,18173
2345,Nigeria,1999,1150,26.74,26.0,Wheat,20120
3759,South Africa,1991,495,15.56,16582.0,Potatoes,200188
3312,Nigeria,2014,1150,29.71,34.51,"Seed cotton, unginned",7277
2359,Nigeria,2000,1150,26.75,62.0,Maize (corn),13001
3006,Nigeria,2010,1150,27.21,11.49,Yams,130109
2206,Nigeria,1997,1150,26.76,34.0,Yams,110476
4089,South Africa,2000,495,18.26,26857.0,Bananas,215041
4667,South Africa,2017,495,18.75,26857.0,Maize (corn),58596
3179,Nigeria,2012,1150,27.12,21.37,Maize (corn),15118
1286,Kenya,2006,630,16.92,1578.0,Bananas,150000
349,Congo,1995,1646,24.37,12.2,"Coffee, green",4198
2137,Nigeria,1997,1150,26.48,34.0,Cocoa beans,4303
2691,Nigeria,2005,1150,27.16,24.75,Rice,14302
4975,Tanzania,2007,1071,26.45,1.0,Maize (corn),14071
3698,Nigeria,2020,1150,27.16,22.13,"Coffee, green",12984
1681,Mozambique,2017,1032,21.37,534.78,Potatoes,165506
4605,South Africa,2015,495,15.89,26857.0,Potatoes,358127
1443,Kenya,2019,630,16.91,1578.0,Maize (corn),15600
3839,South Africa,1993,495,19.32,16582.0,Maize (corn),22840
3215,Nigeria,2013,1150,27.16,27.94,Wheat,10000
1671,Mozambique,2016,1032,21.37,573.79,Potatoes,170000
3491,Nigeria,2017,1150,27.16,32.76,Rice,24488
1179,Kenya,1995,630,16.52,4607.0,Maize (corn),18759
2798,Nigeria,2007,1150,27.25,30.57,"Coffee, green",12600
1692,Mozambique,2018,1032,21.37,534.78,Rice,4861
4340,South Africa,2008,495,15.75,26857.0,Wheat,28476
372,Congo,1997,1646,24.33,13.24,Yams,43315
3055,Nigeria,2011,1150,27.09,10.59,Wheat,12791
4184,South Africa,2004,495,21.11,26857.0,"Seed cotton, unginned",20074
1916,Nigeria,1993,1150,28.54,62.0,Yams,113494
1357,Kenya,2012,630,16.84,1578.0,Rice,46643
1825,Nigeria,1992,1150,25.96,62.0,Wheat,13333
786,Ethiopia,2013,848,23.33,4128.1,"Seed cotton, unginned",8605
469,Congo,2009,1646,24.58,1.66,Rice,6522
140,Angola,2005,1010,24.41,40.0,Rice,6977
788,Ethiopia,2013,848,23.33,4128.1,Tomatoes,54255
323,Congo,1992,1646,23.89,35.5,Maize (corn),6041
50,Angola,1996,1010,24.11,40.0,Bananas,94193
714,Ethiopia,2007,848,23.33,2593.9,Bananas,66215
4884,Tanzania,1998,1071,26.59,1.0,Tomatoes,78035
2840,Nigeria,2008,1150,26.75,12.04,Potatoes,42015
2446,Nigeria,2001,1150,26.33,31.0,Yams,97990
5230,Uganda,1999,1180,16.12,88.0,Cocoa beans,2672
5003,Tanzania,2009,1071,26.67,1.0,Soya beans,6621
4809,Tanzania,1992,1071,26.14,20.0,Rice,12794
4994,Tanzania,2008,1071,26.17,1.0,Yams,57029
3570,Nigeria,2018,1150,27.76,17.86,Potatoes,38172
2666,Nigeria,2005,1150,27.27,24.75,Yams,114981
406,Congo,2001,1646,24.25,9.38,Rice,7000
3976,South Africa,1997,495,15.38,21596.0,Rice,22510
1004,Ghana,2008,1187,26.98,359.46,Cocoa beans,3735
3557,Nigeria,2018,1150,27.16,17.86,Cocoa beans,2772
890,Ghana,1993,1187,26.67,65.8,Tomatoes,53500
2411,Nigeria,2000,1150,26.76,62.0,Rice,14998
2545,Nigeria,2002,1150,28.72,29.44,Wheat,9818
5169,Uganda,1993,1180,17.55,71.0,"Beans, dry",7754
2390,Nigeria,2000,1150,27.02,62.0,Potatoes,28255
4376,South Africa,2009,495,15.44,26857.0,Wheat,30475
42,Angola,1995,1010,24.56,336.0,Cocoa beans,768
2830,Nigeria,2007,1150,27.32,30.57,Potatoes,24610
3915,South Africa,1995,495,19.23,18025.0,Soya beans,8954
3371,Nigeria,2015,1150,27.36,41.09,Rice,23022
3022,Nigeria,2010,1150,27.79,11.49,"Seed cotton, unginned",15115
3364,Nigeria,2015,1150,27.76,41.09,Tomatoes,75862
303,Angola,2020,1010,24.55,40.0,Maize (corn),10993
4910,Tanzania,2000,1071,26.18,1.0,Yams,56250
11,Angola,1992,1010,23.96,23.0,"Beans, dry",2667
664,Ethiopia,2001,848,23.33,630.0,Rice,18427
1177,Kenya,1995,630,16.52,4607.0,"Beans, dry",5217
3292,Nigeria,2014,1150,27.76,34.51,"Seed cotton, unginned",7277
2676,Nigeria,2005,1150,27.39,24.75,Yams,114981
1947,Nigeria,1994,1150,25.9,62.0,Cocoa beans,4301
2501,Nigeria,2002,1150,26.98,29.44,Rice,13400
1473,Mozambique,1992,1032,22.6,102.26,Potatoes,125450
2863,Nigeria,2008,1150,26.41,12.04,Soya beans,9704
2375,Nigeria,2000,1150,26.07,62.0,Wheat,14038
2132,Nigeria,1996,1150,26.77,22.0,"Seed cotton, unginned",6660
1026,Ghana,2010,1187,27.57,1389.23,Maize (corn),18874
2989,Nigeria,2010,1150,27.56,11.49,Maize (corn),18502
961,Ghana,2002,1187,26.92,92.68,Maize (corn),14900
2889,Nigeria,2008,1150,28.51,12.04,Maize (corn),19571
3021,Nigeria,2010,1150,27.79,11.49,Rice,18386
3015,Nigeria,2010,1150,27.64,11.49,Wheat,14844
5060,Tanzania,2014,1071,26.76,1.0,Potatoes,91651
3338,Nigeria,2015,1150,27.17,41.09,"Coffee, green",13045
2009,Nigeria,1995,1150,26.85,62.0,Maize (corn),12666
2149,Nigeria,1997,1150,26.73,34.0,Maize (corn),12510
3931,South Africa,1996,495,20.49,19508.0,Rice,22284
2338,Nigeria,1999,1150,26.74,26.0,"Coffee, green",11981
735,Ethiopia,2008,848,23.33,2270.6,Yams,75450
304,Angola,2020,1010,24.55,40.0,Potatoes,71952
1440,Kenya,2019,630,16.91,1578.0,Bananas,223083
1496,Mozambique,1995,1032,21.89,72.19,Maize (corn),6794
2652,Nigeria,2005,1150,26.94,24.75,"Seed cotton, unginned",7906
2875,Nigeria,2008,1150,26.71,12.04,Wheat,16563
916,Ghana,1997,1187,26.58,502.0,Bananas,35000
4547,South Africa,2014,495,21.31,26857.0,Wheat,36721
710,Ethiopia,2006,848,23.33,2603.1,Soya beans,6032
5025,Tanzania,2011,1071,26.56,1.0,Rice,20086
4801,Tanzania,1991,1071,26.24,20.0,Wheat,16700
2772,Nigeria,2007,1150,27.2,30.57,"Seed cotton, unginned",10392
1624,Mozambique,2011,1032,21.69,768.85,"Coffee, green",8421
4319,South Africa,2007,495,15.9,26857.0,"Seed cotton, unginned",27710
821,Ethiopia,2016,848,23.33,4128.1,Tomatoes,45031
3904,South Africa,1995,495,15.77,18025.0,Rice,22058
1354,Kenya,2012,630,16.84,1578.0,"Coffee, green",4463
5146,Uganda,1991,1180,17.91,72.0,Soya beans,10926
850,Ethiopia,2019,848,23.33,4128.1,Potatoes,131396
3350,Nigeria,2015,1150,27.16,41.09,Potatoes,38934
1000,Ghana,2007,1187,27.16,129.93,Tomatoes,60000
4795,Tanzania,1991,1071,26.24,20.0,Maize (corn),12616
18,Angola,1992,1010,23.96,23.0,Tomatoes,36262
1637,Mozambique,2012,1032,21.92,729.84,"Seed cotton, unginned",9153
1667,Mozambique,2016,1032,21.37,573.79,Bananas,69000
493,Congo,2012,1646,24.21,0.87,"Coffee, green",3134
3173,Nigeria,2012,1150,28.57,21.37,Soya beans,9726
4370,South Africa,2009,495,15.44,26857.0,Maize (corn),49640
1347,Kenya,2011,630,16.9,1578.0,"Seed cotton, unginned",6865
3018,Nigeria,2010,1150,27.79,11.49,"Coffee, green",12063
5024,Tanzania,2011,1071,26.56,1.0,Potatoes,76593
3230,Nigeria,2013,1150,27.36,27.94,Potatoes,36252
3852,South Africa,1993,495,16.01,16582.0,Soya beans,14913
4825,Tanzania,1993,1071,26.01,20.0,Wheat,13420
2828,Nigeria,2007,1150,27.32,30.57,"Coffee, green",12600
687,Ethiopia,2004,848,23.33,1208.03,"Seed cotton, unginned",8933
1112,Ghana,2019,1187,27.24,9689.5,Bananas,121121
3232,Nigeria,2013,1150,27.36,27.94,"Seed cotton, unginned",6497
1608,Mozambique,2009,1032,21.7,914.98,Potatoes,145000
5007,Tanzania,2010,1071,26.7,1.0,Bananas,75512
4030,South Africa,1998,495,16.11,24304.0,Rice,22736
1009,Ghana,2008,1187,26.98,359.46,Soya beans,15868
3291,Nigeria,2014,1150,27.76,34.51,Rice,21473
2408,Nigeria,2000,1150,26.76,62.0,"Coffee, green",12006
1092,Ghana,2017,1187,27.24,9689.5,Bananas,112205
1327,Kenya,2009,630,17.3,1578.0,Tomatoes,305817
5063,Tanzania,2014,1071,26.76,1.0,Soya beans,10200
1677,Mozambique,2017,1032,21.37,534.78,Bananas,85827
1999,Nigeria,1995,1150,26.62,62.0,Maize (corn),12666
1310,Kenya,2008,630,16.66,1578.0,"Coffee, green",2710
3784,South Africa,1992,495,21.53,16582.0,"Beans, dry",5169
3614,Nigeria,2019,1150,27.25,22.13,Tomatoes,44632
3855,South Africa,1994,495,20.65,16582.0,Bananas,114288
1987,Nigeria,1994,1150,26.69,62.0,Cocoa beans,4301
4654,South Africa,2017,495,21.31,26857.0,Tomatoes,668703
344,Congo,1994,1646,24.27,11.2,Tomatoes,50000
5361,Uganda,2013,1180,17.22,88.0,"Coffee, green",5756
986,Ghana,2006,1187,27.1,778.04,Cocoa beans,4000
587,Ethiopia,1994,848,20.64,242.0,Rice,18198
2791,Nigeria,2007,1150,26.99,30.57,Rice,12999
4687,South Africa,2018,495,21.31,26857.0,Rice,27810
3680,Nigeria,2020,1150,27.25,22.13,Potatoes,38286
4405,South Africa,2010,495,16.11,26857.0,"Beans, dry",11849
3485,Nigeria,2017,1150,27.17,32.76,Wheat,16779
3659,Nigeria,2019,1150,29.71,22.13,Maize (corn),19255
3588,Nigeria,2018,1150,29.71,17.86,"Coffee, green",13113
3289,Nigeria,2014,1150,27.76,34.51,Maize (corn),17002
1142,Kenya,1991,630,16.26,3469.0,Yams,80000
2358,Nigeria,2000,1150,26.75,62.0,"Coffee, green",12006
3264,Nigeria,2014,1150,27.25,34.51,Tomatoes,75369
1198,Kenya,1997,630,16.77,5172.0,Bananas,140767
85,Angola,1999,1010,24.37,40.0,Potatoes,54597
1518,Mozambique,1998,1032,22.22,54.23,Bananas,64519
516,Congo,2014,1646,24.41,0.87,Yams,45925
1381,Kenya,2014,630,16.91,1578.0,Soya beans,10645
3768,South Africa,1991,495,18.86,16582.0,Potatoes,200188
2716,Nigeria,2006,1150,27.38,21.12,Yams,120988
3650,Nigeria,2019,1150,27.36,22.13,Potatoes,37919
1014,Ghana,2009,1187,27.14,386.16,Cocoa beans,4441
128,Angola,2004,1010,24.22,40.0,Potatoes,20150
1364,Kenya,2013,630,16.91,1578.0,"Beans, dry",6594
4189,South Africa,2004,495,15.49,26857.0,"Beans, dry",14235
4393,South Africa,2009,495,15.44,26857.0,Tomatoes,692422
3697,Nigeria,2020,1150,27.16,22.13,Cocoa beans,2695
891,Ghana,1993,1187,26.67,65.8,Yams,131606
2793,Nigeria,2007,1150,26.99,30.57,Soya beans,9091
4575,South Africa,2015,495,21.31,26857.0,Bananas,570170
1359,Kenya,2012,630,16.84,1578.0,Soya beans,14997
307,Angola,2020,1010,24.55,40.0,Soya beans,10398
1661,Mozambique,2015,1032,21.37,612.8,Maize (corn),8036
2431,Nigeria,2001,1150,26.76,31.0,Rice,13000
4374,South Africa,2009,495,15.44,26857.0,Soya beans,21703
1317,Kenya,2008,630,16.66,1578.0,Wheat,25845
3499,Nigeria,2017,1150,27.76,32.76,Maize (corn),16641
4676,South Africa,2017,495,15.89,26857.0,Maize (corn),58596
3249,Nigeria,2013,1150,27.12,27.94,Maize (corn),14616
2474,Nigeria,2001,1150,28.3,31.0,Tomatoes,59572
2542,Nigeria,2002,1150,28.72,29.44,"Seed cotton, unginned",7005
5242,Uganda,2000,1180,16.12,88.0,Maize (corn),17424
1246,Kenya,2001,630,16.1,1578.0,Potatoes,91596
4536,South Africa,2013,495,15.89,26857.0,Soya beans,15189
1208,Kenya,1997,630,16.77,5172.0,Yams,57179
3377,Nigeria,2015,1150,29.71,41.09,Cocoa beans,2858
216,Angola,2012,1010,24.24,40.0,Potatoes,69381
4664,South Africa,2017,495,14.98,26857.0,Wheat,31225
3624,Nigeria,2019,1150,27.17,22.13,Tomatoes,44632
1239,Kenya,2000,630,16.73,1998.0,Tomatoes,170634
2289,Nigeria,1999,1150,26.85,26.0,Maize (corn),15998
2740,Nigeria,2006,1150,27.53,21.12,Potatoes,31504
275,Angola,2017,1010,24.55,40.0,Tomatoes,25603
489,Congo,2011,1646,24.2,0.87,Yams,46442
1035,Ghana,2011,1187,27.11,2392.29,"Coffee, green",15714
1229,Kenya,1999,630,16.7,3056.0,Wheat,16534
4983,Tanzania,2008,1071,26.17,1.0,Bananas,58160
1008,Ghana,2008,1187,26.98,359.46,"Seed cotton, unginned",8000
5117,Tanzania,2019,1071,26.76,1.0,Cocoa beans,7120
4371,South Africa,2009,495,15.44,26857.0,Potatoes,339378
3765,South Africa,1991,495,18.86,16582.0,Bananas,162512
2532,Nigeria,2002,1150,27.13,29.44,"Seed cotton, unginned",7005
4534,South Africa,2013,495,15.89,26857.0,Rice,26087
1058,Ghana,2013,1187,27.24,4398.42,"Seed cotton, unginned",9688
2166,Nigeria,1997,1150,26.3,34.0,Yams,110476
4461,South Africa,2011,495,15.49,26857.0,Potatoes,349536
3995,South Africa,1997,495,15.38,21596.0,"Seed cotton, unginned",8510
281,Angola,2018,1010,24.55,40.0,Maize (corn),10477
1043,Ghana,2012,1187,26.86,3395.36,"Beans, dry",13223
1316,Kenya,2008,630,16.66,1578.0,Tomatoes,245165
5411,Uganda,2018,1180,17.23,88.0,"Coffee, green",5637
968,Ghana,2004,1187,27.02,127.6,Cocoa beans,3685
3699,Nigeria,2020,1150,27.16,22.13,Maize (corn),22545
1939,Nigeria,1994,1150,26.6,62.0,Maize (corn),12720
5275,Uganda,2004,1180,17.16,88.0,"Seed cotton, unginned",4333
1274,Kenya,2004,630,16.92,1578.0,Yams,83525
619,Ethiopia,1997,848,26.22,383.0,Potatoes,78261
3830,South Africa,1993,495,16.01,16582.0,Maize (corn),22840
1742,Nigeria,1991,1150,26.12,62.0,"Seed cotton, unginned",4806
1390,Kenya,2015,630,16.91,1578.0,Rice,39566
4435,South Africa,2011,495,20.72,26857.0,Rice,26141
1847,Nigeria,1992,1150,26.49,62.0,Cocoa beans,4000
1579,Mozambique,2006,1032,21.68,892.81,"Coffee, green",8537
1655,Mozambique,2014,1032,21.37,651.82,"Seed cotton, unginned",6178
3568,Nigeria,2018,1150,27.76,17.86,"Coffee, green",13113
2352,Nigeria,2000,1150,26.32,62.0,"Seed cotton, unginned",7416
2212,Nigeria,1998,1150,27.04,36.0,"Seed cotton, unginned",7250
3275,Nigeria,2014,1150,27.17,34.51,Wheat,13043
2020,Nigeria,1995,1150,26.37,62.0,Potatoes,69853
5405,Uganda,2017,1180,17.23,88.0,"Seed cotton, unginned",12396
1956,Nigeria,1994,1150,25.9,62.0,Yams,113998
3178,Nigeria,2012,1150,27.12,21.37,"Coffee, green",12767
3192,Nigeria,2013,1150,26.93,27.94,"Seed cotton, unginned",6497
1307,Kenya,2007,630,16.6,1578.0,Yams,74649
2003,Nigeria,1995,1150,26.62,62.0,Soya beans,4652
4848,Tanzania,1995,1071,26.27,557.0,Tomatoes,77160
575,Ethiopia,1993,848,17.23,242.0,Potatoes,80046
2360,Nigeria,2000,1150,26.75,62.0,Potatoes,28255
4568,South Africa,2014,495,15.89,26857.0,Maize (corn),53009
4829,Tanzania,1994,1071,26.35,715.0,Cocoa beans,4000
1706,Mozambique,2019,1032,21.37,534.78,Wheat,11250
1799,Nigeria,1992,1150,26.49,62.0,Maize (corn),11181
3347,Nigeria,2015,1150,27.16,41.09,Cocoa beans,2858
5211,Uganda,1997,1180,16.56,88.0,"Coffee, green",8074
1280,Kenya,2005,630,17.28,1578.0,Rice,39321
4691,South Africa,2018,495,21.31,26857.0,Wheat,37111
861,Ethiopia,2020,848,23.33,4128.1,Potatoes,132794
4510,South Africa,2013,495,21.31,26857.0,Tomatoes,734538
1801,Nigeria,1992,1150,26.49,62.0,Rice,19591
1628,Mozambique,2011,1032,21.69,768.85,"Seed cotton, unginned",5926
1993,Nigeria,1994,1150,26.69,62.0,Soya beans,3002
2639,Nigeria,2005,1150,27.27,24.75,Maize (corn),16598
269,Angola,2017,1010,24.55,40.0,"Coffee, green",3224
629,Ethiopia,1998,848,25.41,383.0,Maize (corn),16175
3081,Nigeria,2011,1150,27.2,10.59,Rice,20325
3466,Nigeria,2016,1150,27.12,47.66,Yams,91599
2334,Nigeria,1999,1150,28.57,26.0,Tomatoes,85618
4756,South Africa,2020,495,21.31,26857.0,"Beans, dry",12921
2966,Nigeria,2009,1150,29.29,7.32,Yams,104797
300,Angola,2020,1010,24.55,40.0,"Beans, dry",4983
459,Congo,2008,1646,24.52,2.62,Potatoes,85455
1447,Kenya,2019,630,16.91,1578.0,Soya beans,9994
1472,Mozambique,1992,1032,22.6,102.26,Maize (corn),1587
2046,Nigeria,1995,1150,27.07,62.0,Yams,107734
4595,South Africa,2015,495,18.75,26857.0,Maize (corn),34871
4378,South Africa,2009,495,18.67,26857.0,"Beans, dry",15304
4222,South Africa,2005,495,21.14,26857.0,Tomatoes,790917
2113,Nigeria,1996,1150,26.92,22.0,Soya beans,6414
27,Angola,1993,1010,24.15,169.0,"Seed cotton, unginned",12000
2040,Nigeria,1995,1150,27.07,62.0,Potatoes,69853
4920,Tanzania,2001,1071,26.28,1.0,Tomatoes,73001
3216,Nigeria,2013,1150,27.16,27.94,Yams,70001
837,Ethiopia,2018,848,23.33,4128.1,"Coffee, green",6466
129,Angola,2004,1010,24.22,40.0,Rice,11584
5164,Uganda,1993,1180,16.92,71.0,Rice,13962
2008,Nigeria,1995,1150,26.85,62.0,"Coffee, green",9896
5335,Uganda,2010,1180,17.22,88.0,"Seed cotton, unginned",10438
503,Congo,2013,1646,24.41,0.87,Maize (corn),8239
3796,South Africa,1992,495,16.48,16582.0,Rice,21380
4677,South Africa,2017,495,15.89,26857.0,Potatoes,360757
